Time Period,AUSTRALIA,EURO AREA,NEW ZEALAND,UNITED KINGDOM,BRAZIL,CANADA,CHINA,DENMARK,INDIA,JAPAN,MEXICO,NORWAY,SOUTH AFRICA,SINGAPORE,KOREA,SWEDEN,SWITZERLAND,TAIWAN,TURKEY,CZECHIA,HUNGARY
2008-07,0.962,1.5759,0.7546,1.9888,1.59,1.013,6.8355,4.7335,42.7027,106.8518,10.2094,5.1058,7.6114,1.3591,1015.0545,6.0015,1.0283,30.4141,1.207248,14.933348,147.110739
2008-08,0.8815,1.4955,0.7091,1.8865,1.6127,1.0535,6.8462,4.9894,42.9057,109.3624,10.1154,5.3331,7.6651,1.4052,1046.1143,6.2845,1.0841,31.2205,1.173533,16.245381,157.619524
2008-09,0.8168,1.4342,0.6739,1.7973,1.8031,1.0582,6.8307,5.202,45.53,106.5748,10.6633,5.6958,8.0753,1.4297,1134.8667,6.6816,1.1102,31.9924,1.232318,17.036545,167.751864
2008-10,0.687,1.3266,0.6077,1.6862,2.181,1.1847,6.8358,5.6253,48.6155,99.9659,12.6593,6.4973,9.78,1.4784,1329.1877,7.4435,1.1429,32.7025,1.478822,18.687478,196.813
2008-11,0.6591,1.2744,0.5664,1.5327,2.2704,1.2171,6.8281,5.8448,48.8517,96.9656,13.1186,6.929,10.1112,1.5076,1398.7044,7.9612,1.191,33.1028,1.587955,19.77515,207.8423
2008-12,0.6719,1.3511,0.5597,1.4854,2.3954,1.2337,6.8539,5.5239,48.5132,91.275,13.4167,7.0159,9.9227,1.4769,1361.5727,8.0124,1.1404,33.1555,1.541252,19.4073,196.89
2009-01,0.6754,1.3244,0.551,1.4462,2.3079,1.2248,6.836,5.6284,48.6995,90.1205,13.8839,6.9566,9.9076,1.4913,1354.3975,8.1044,1.1267,33.3695,1.594636,20.679,213.4815
2009-02,0.6504,1.2797,0.516,1.4422,2.323,1.2452,6.8363,5.8226,49.2484,92.9158,14.6066,6.871,9.9773,1.5178,1439.5842,8.5455,1.1639,34.2389,1.655005,22.1767,232.7305
2009-03,0.6666,1.305,0.5336,1.417,2.3161,1.2645,6.836,5.7137,51.1291,97.855,14.6466,6.7855,9.9536,1.5296,1449.6159,8.5727,1.1555,34.3041,1.704118,20.828591,232.683636
2009-04,0.7158,1.3199,0.5729,1.4712,2.2027,1.2242,6.8306,5.6437,49.9655,98.92,13.4035,6.6557,8.9644,1.5028,1332.125,8.2297,1.1481,33.6009,1.600341,20.200636,222.074545
2009-05,0.7648,1.3646,0.6014,1.5418,2.0689,1.1528,6.8235,5.4585,48.51,96.6445,13.1895,6.4504,8.3741,1.4611,1254.345,7.7602,1.1076,32.8695,1.551124,19.542143,206.02
2009-06,0.8025,1.4014,0.6386,1.6369,1.9586,1.1264,6.8334,5.3123,47.6736,96.6145,13.3414,6.3915,8.0332,1.4522,1259.2932,7.767,1.0809,32.77,1.53935,18.895545,199.765045
2009-07,0.8049,1.4092,0.6444,1.6378,1.9328,1.1229,6.8317,5.2837,48.3624,94.367,13.3623,6.3566,7.9446,1.4493,1259.6739,7.6843,1.078,32.8745,1.511274,18.297652,192.962174
2009-08,0.8353,1.4266,0.6766,1.6532,1.8453,1.0872,6.8323,5.2174,48.2426,94.8971,13.0063,6.0705,7.9406,1.442,1238.9952,7.1562,1.0683,32.8564,1.480486,17.951048,188.850952
2009-09,0.8622,1.4575,0.7046,1.6323,1.8187,1.0816,6.8277,5.1065,48.2924,91.2748,13.406,5.9006,7.5025,1.422,1211.8643,6.9941,1.0391,32.5333,1.482836,17.381682,186.285909
2009-10,0.9067,1.4821,0.7386,1.6212,1.7378,1.0547,6.8267,5.022,46.6524,90.3671,13.2275,5.6428,7.4871,1.3974,1173.7405,6.955,1.0213,32.291,1.463309,17.452273,181.052273
2009-11,0.9197,1.4908,0.7301,1.6599,1.7268,1.0593,6.8271,4.9914,46.5305,89.2674,13.1115,5.643,7.5096,1.3888,1162.8368,6.9267,1.0131,32.3189,1.480252,17.301429,181.478095
2009-12,0.9021,1.4579,0.7169,1.6226,1.7508,1.0537,6.8275,5.106,46.5273,89.9509,12.8622,5.7708,7.4848,1.3962,1163.3109,7.1384,1.0301,32.2459,1.4997,17.898522,187.361304
2010-01,0.9127,1.4266,0.7263,1.6158,1.7817,1.0438,6.8269,5.2177,45.8944,91.1011,12.8096,5.7402,7.4631,1.3965,1138.1947,7.1534,1.0345,31.8658,1.467119,18.27681,188.419048
2010-02,0.8857,1.368,0.6973,1.5618,1.842,1.0572,6.8285,5.4414,46.2732,90.1395,12.9396,5.9182,7.668,1.4122,1155.6553,7.2683,1.0722,32.0621,1.50821,18.9615,198.0245
2010-03,0.9123,1.357,0.7036,1.5058,1.7855,1.0229,6.8262,5.4837,45.4509,90.7161,12.5673,5.9204,7.4057,1.3994,1136.0822,7.163,1.0666,31.8291,1.527426,18.797261,195.33913
2010-04,0.9262,1.3417,0.7122,1.5332,1.7568,1.0052,6.8256,5.5472,44.444,93.4527,12.2396,5.9169,7.3444,1.3817,1115.4591,7.2026,1.069,31.4767,1.485386,18.896227,198.11
2010-05,0.8713,1.2563,0.6984,1.4669,1.8142,1.0403,6.8275,5.9253,45.769,91.973,12.7262,6.2872,7.6515,1.394,1164.841,7.7042,1.1295,31.8345,1.541019,20.394286,219.904762
2010-06,0.8539,1.2223,0.6926,1.4768,1.8042,1.0376,6.8184,6.0873,46.4983,90.8059,12.7102,6.4728,7.6356,1.3976,1214.1114,7.8261,1.1255,32.1988,1.5697,21.088227,230.24
2010-07,0.8786,1.2811,0.7145,1.5304,1.7689,1.0422,6.7762,5.8179,46.7617,87.5005,12.8038,6.2633,7.5212,1.3756,1203.8095,7.4066,1.053,32.0935,1.533168,19.7695,221.448182
2010-08,0.9004,1.2903,0.715,1.5661,1.7589,1.0404,6.7873,5.7745,46.4605,85.3727,12.766,6.1481,7.2877,1.3551,1179.5159,7.3015,1.0388,31.8695,1.50325,19.204818,217.734091
2010-09,0.9398,1.3103,0.7288,1.5591,1.718,1.033,6.7396,5.6867,45.8729,84.3571,12.7977,6.0431,7.11,1.3333,1159.931,7.0397,1.0002,31.641,1.4867,18.814364,214.975909
2010-10,0.9818,1.3901,0.752,1.5867,1.6837,1.0179,6.6678,5.3638,44.354,81.7285,12.4393,5.8322,6.9087,1.3026,1121.94,6.677,0.9686,30.813,1.418381,17.655429,197.174286
2010-11,0.9889,1.3654,0.7723,1.5961,1.7131,1.0129,6.6538,5.4617,44.9315,82.518,12.3376,5.9645,6.9749,1.2987,1129.623,6.8201,0.9847,30.318,1.432386,18.062136,202.067273
2010-12,0.9929,1.3221,0.7511,1.5595,1.6955,1.0081,6.6497,5.6366,45.1,83.3376,12.3902,5.9833,6.8237,1.3063,1145.4833,6.8524,0.9689,29.9014,1.514822,19.033522,209.733043
2011-01,0.9962,1.3371,0.7656,1.5782,1.6745,0.9939,6.5964,5.5749,45.375,82.625,12.128,5.8561,6.9239,1.2863,1118.8675,6.6673,0.9565,29.1105,1.556748,18.266571,205.947143
2011-02,1.0084,1.3656,0.762,1.6124,1.6664,0.9876,6.5761,5.4596,45.3795,82.5368,12.0649,5.7319,7.1844,1.2757,1117.4368,6.4342,0.95,29.2779,1.582515,17.7603,198.1535
2011-03,1.0113,1.402,0.7423,1.6159,1.6574,0.9766,6.5645,5.3191,44.9143,81.647,11.9963,5.5913,6.8976,1.2678,1119.2674,6.3493,0.9185,29.493,1.572213,17.393304,193.109565
2011-04,1.0588,1.446,0.7894,1.6379,1.5833,0.958,6.5267,5.1577,44.301,83.1771,11.7059,5.4015,6.7209,1.2463,1083.1762,6.199,0.8972,28.9824,1.514562,16.772095,183.235714
2011-05,1.0675,1.4335,0.7959,1.6332,1.6136,0.968,6.4957,5.203,44.9024,81.1257,11.6542,5.4766,6.8556,1.2387,1084.3619,6.2526,0.874,28.7262,1.56785,17.022182,186.451818
2011-06,1.0617,1.4403,0.8157,1.6219,1.5854,0.9766,6.4746,5.1782,44.8109,80.4259,11.8055,5.4366,6.7859,1.2336,1080.4523,6.3273,0.8401,28.8118,1.595368,16.834773,184.889091
2011-07,1.0781,1.4275,0.848,1.6158,1.5625,0.9553,6.4575,5.223,44.396,79.2425,11.6741,5.4502,6.7871,1.2158,1057.425,6.3957,0.8214,28.835,1.649457,17.018095,187.269048
2011-08,1.0502,1.4333,0.8379,1.6356,1.5966,0.9817,6.4036,5.1973,45.3135,76.9657,12.2366,5.4353,7.0871,1.2089,1073.887,6.397,0.78,28.9674,1.747474,16.917739,189.687826
2011-09,1.022,1.3747,0.8119,1.5771,1.7492,1.0025,6.3885,5.417,47.6905,76.7957,13.0637,5.6257,7.5769,1.2537,1121.9095,6.646,0.8767,29.7395,1.785924,17.841182,206.890909
2011-10,1.0168,1.3732,0.7912,1.5768,1.7703,1.0198,6.371,5.4225,49.202,76.643,13.4379,5.6405,7.954,1.2757,1150.685,6.6396,0.8958,30.259,1.822062,18.090429,216.174762
2011-11,1.0112,1.3558,0.7714,1.5806,1.7864,1.0248,6.3564,5.4886,50.6785,77.5595,13.6955,5.7405,8.1493,1.2886,1133.4775,6.7377,0.9079,30.2215,1.804686,18.765182,227.503182
2011-12,1.0122,1.3155,0.7699,1.5587,1.8391,1.0235,6.3482,5.6521,52.3824,77.7967,13.7746,5.8912,8.1933,1.2954,1148.1262,6.8553,0.9334,30.2505,1.861032,19.384864,231.569091
2012-01,1.0415,1.291,0.8015,1.5524,1.785,1.013,6.3172,5.7599,51.0015,76.964,13.3829,5.9424,8.0025,1.2777,1140.3275,6.8463,0.9376,29.99,1.833259,19.771045,237.802727
2012-02,1.0732,1.3238,0.8349,1.5804,1.7168,0.9967,6.2997,5.6156,49.1812,78.47,12.7833,5.7097,7.6388,1.2535,1122.69,6.6619,0.9118,29.534,1.749829,18.881571,219.270476
2012-03,1.0526,1.3208,0.8201,1.5824,1.7953,0.9938,6.3125,5.6294,50.3635,82.4659,12.7523,5.7074,7.6071,1.259,1126.17,6.7319,0.9131,29.5158,1.780905,18.658227,221.134091
2012-04,1.035,1.316,0.818,1.6,1.8522,0.9928,6.3043,5.6529,51.69,81.2524,13.0559,5.7521,7.8329,1.251,1135.0238,6.7359,0.9133,29.4433,1.778695,18.815476,223.772857
2012-05,0.998,1.2806,0.7748,1.5924,1.981,1.0097,6.3242,5.8061,54.3314,79.6668,13.6199,5.9151,8.1506,1.262,1156.6914,7.028,0.9383,29.4668,1.798957,19.776043,229.463043
2012-06,0.9986,1.2541,0.7806,1.5556,2.0482,1.028,6.3633,5.9266,55.9424,79.3152,13.9193,6.0146,8.3818,1.2784,1163.3886,7.0746,0.9576,29.9052,1.814457,20.416429,233.639048
2012-07,1.03,1.2278,0.7986,1.5593,2.0296,1.0142,6.3717,6.059,55.4248,78.9348,13.3638,6.069,8.2535,1.2603,1142.2781,6.9504,0.9783,29.9729,1.803973,20.696409,232.917273
2012-08,1.0475,1.2406,0.8104,1.5722,2.0279,0.9924,6.3593,6.0015,55.4935,78.6909,13.1793,5.9012,8.2596,1.248,1131.7457,6.6758,0.9681,29.9426,1.786791,20.128261,224.603043
2012-09,1.0406,1.2885,0.8199,1.6126,2.0269,0.9783,6.32,5.7855,54.35,78.1353,12.9235,5.7467,8.2574,1.2303,1122.9911,6.596,0.9386,29.4763,1.79431,19.2135,220.3345
2012-10,1.0298,1.2974,0.8197,1.608,2.0297,0.9872,6.2627,5.7486,53.0995,79.0132,12.8976,5.7078,8.6424,1.2237,1105.3823,6.64,0.9323,29.2418,1.793878,19.203304,217.100435
2012-11,1.0405,1.2837,0.8195,1.5968,2.0662,0.997,6.2338,5.81,54.7845,81.0305,13.0639,5.718,8.7994,1.2232,1086.9525,6.7059,0.9388,29.1145,1.785091,19.743,219.858636
2012-12,1.0465,1.3119,0.8312,1.6145,2.0775,0.9898,6.2328,5.6864,54.647,83.7905,12.8651,5.6103,8.6116,1.2204,1075.2225,6.5936,0.9213,29.0445,1.7791,19.156381,217.977619
2013-01,1.05,1.3304,0.837,1.5965,2.0281,0.9921,6.2215,5.6087,54.229,89.0581,12.6964,5.55,8.7978,1.2282,1066.5205,6.4801,0.9234,29.1,1.76317,19.192565,220.478261
2013-02,1.031,1.3347,0.8385,1.5474,1.9729,1.0098,6.2323,5.5894,53.8079,93.0016,12.7249,5.5648,8.8766,1.2382,1087.3084,6.3756,0.9212,29.6321,1.77196,19.0613,219.1505
2013-03,1.0345,1.2953,0.8284,1.508,1.9842,1.0244,6.2154,5.7552,54.4229,94.77,12.5,5.7806,9.1927,1.2466,1102.871,6.4455,0.9466,29.7448,1.807824,19.784095,233.844286
2013-04,1.038,1.3025,0.8479,1.5311,2.0011,1.0187,6.1861,5.7235,54.3236,97.7582,12.2061,5.7935,9.1007,1.238,1120.8977,6.4867,0.9366,29.8268,1.796141,19.809364,229.197727
2013-05,0.9919,1.2983,0.8249,1.5297,2.0365,1.0196,6.1416,5.741,54.9845,100.9186,12.2993,5.8202,9.3494,1.2486,1111.4945,6.5992,0.9557,29.7755,1.826773,19.929143,225.307143
2013-06,0.944,1.3197,0.7904,1.5493,2.1734,1.0314,6.1342,5.6513,58.3835,97.235,12.9636,5.8759,10.0001,1.2595,1135.0085,6.5848,0.9331,29.9285,1.89823,19.5322,224.2345
2013-07,0.9155,1.3088,0.7885,1.5179,2.2518,1.0402,6.1343,5.6983,59.7609,99.6727,12.7615,6.0246,9.9133,1.2681,1125.03,6.6161,0.9449,29.9373,1.931852,19.838043,225.453043
2013-08,0.9037,1.3314,0.7916,1.5505,2.3408,1.0407,6.1213,5.6014,62.8109,97.8123,12.912,5.9677,10.0708,1.2724,1115.9418,6.5365,0.9261,29.9414,1.962145,19.398318,224.850909
2013-09,0.9303,1.3364,0.8163,1.5885,2.2641,1.0342,6.1198,5.5814,63.648,99.21,13.0553,5.9662,9.9616,1.2622,1082.3115,6.4896,0.9231,29.6225,2.0192,19.320762,224.5
2013-10,0.9519,1.3646,0.8345,1.6098,2.1882,1.0363,6.1032,5.4662,61.6059,97.77,12.9916,5.9491,9.8979,1.2431,1065.8573,6.408,0.9025,29.3768,1.987378,18.821,216.297826
2013-11,0.9324,1.3491,0.8259,1.61,2.2959,1.0486,6.0929,5.5281,62.5179,100.0737,13.0597,6.0856,10.2009,1.2476,1061.5637,6.5863,0.9129,29.5179,2.024876,19.954714,220.422381
2013-12,0.898,1.3708,0.8224,1.6383,2.3471,1.0639,6.0738,5.4418,61.811,103.46,13.0099,6.1342,10.3683,1.2589,1055.6348,6.5328,0.8933,29.7233,2.0648,20.084227,219.244091
2014-01,0.8858,1.3618,0.8275,1.647,2.3858,1.094,6.0509,5.4787,62.1057,103.7614,13.222,6.1622,10.8872,1.2726,1067.1267,6.4862,0.9038,30.1357,2.221117,20.182913,221.686522
2014-02,0.8974,1.3665,0.8297,1.6558,2.3792,1.1054,6.0816,5.4606,62.1642,102.1253,13.2928,6.1147,10.9506,1.2659,1071.3063,6.493,0.8937,30.3063,2.211885,20.0936,227.0425
2014-03,0.9089,1.3828,0.8539,1.6624,2.3251,1.1107,6.1729,5.3975,60.9476,102.3395,13.1929,5.9955,10.7445,1.2672,1070.491,6.4114,0.8805,30.3995,2.217057,19.818095,225.46
2014-04,0.9315,1.381,0.8606,1.6748,2.2325,1.0992,6.2246,5.4056,60.3464,102.4582,13.0669,5.979,10.5364,1.2548,1042.635,6.5488,0.8828,30.1927,2.127977,19.873591,222.485
2014-05,0.9305,1.3739,0.8605,1.6842,2.2195,1.0894,6.238,5.4331,59.2843,101.7738,12.933,5.9389,10.4092,1.2514,1024.7867,6.5719,0.8883,30.1167,2.093032,19.977545,221.735909
2014-06,0.9365,1.3595,0.8621,1.6908,2.236,1.083,6.2306,5.4861,59.7367,102.0629,12.9932,6.0437,10.6766,1.2512,1018.7443,6.6859,0.8958,29.99,2.119095,20.195619,225.061429
2014-07,0.9389,1.3533,0.8687,1.7066,2.2242,1.0739,6.1984,5.5097,60.0956,101.74,12.9914,6.1992,10.6577,1.2427,1021.0341,6.8189,0.8978,29.9491,2.117543,20.280478,228.706957
2014-08,0.9309,1.3315,0.8437,1.67,2.2685,1.0926,6.1541,5.5987,60.8738,102.9438,13.1436,6.1935,10.6632,1.2484,1024.55,6.8983,0.9098,29.9729,2.161367,20.888905,235.595238
2014-09,0.9042,1.2889,0.8134,1.629,2.3379,1.1011,6.1382,5.7757,60.8976,107.4257,13.237,6.3525,10.9908,1.2638,1035.8914,7.1302,0.937,30.131,2.210941,21.393227,242.619091
2014-10,0.8781,1.2677,0.7876,1.6074,2.4495,1.1212,6.1251,5.8723,61.3668,108.0264,13.4795,6.56,11.0594,1.2745,1060.3359,7.2456,0.9528,30.3964,2.25737,21.772739,242.603478
2014-11,0.8644,1.2473,0.7834,1.5771,2.5527,1.1325,6.1249,5.966,61.6828,116.2994,13.6148,6.809,11.0901,1.2964,1097.8728,7.4155,0.9642,30.7278,2.235945,22.185,246.1875
2014-12,0.8257,1.2329,0.7766,1.5644,2.6419,1.1532,6.1886,6.0351,62.7071,119.3233,14.5205,7.2772,11.4975,1.315,1102.6224,7.6289,0.9753,31.3519,2.294787,22.431565,252.246087
2015-01,0.8064,1.1615,0.7628,1.5142,2.6346,1.2122,6.2181,6.4083,62.13,118.25,14.6972,7.6865,11.5527,1.3378,1088.13,8.1131,0.9443,31.6385,2.334482,23.959591,271.42
2015-02,0.7797,1.135,0.7454,1.5329,2.817,1.2499,6.2518,6.5636,61.9905,118.76,14.917,7.5861,11.5773,1.3549,1101.4605,8.3537,0.9361,31.5537,2.46193,24.3235,270.3035
2015-03,0.7724,1.0819,0.746,1.4958,3.1414,1.2618,6.2386,6.8954,62.4805,120.3945,15.2375,7.9952,12.0884,1.377,1112.9005,8.5448,0.9798,31.4382,2.590945,25.268909,280.155909
2015-04,0.774,1.0822,0.7596,1.4968,3.0421,1.2337,6.201,6.9011,62.6414,119.5095,15.1943,7.8774,11.9755,1.3482,1084.6709,8.6321,0.9595,30.9709,2.65425,25.435864,277.839091
2015-05,0.7891,1.1167,0.7383,1.5456,3.0562,1.2176,6.2035,6.6823,63.715,120.798,15.2796,7.5503,11.972,1.3344,1092.6365,8.335,0.9316,30.6185,2.645848,24.561857,274.181429
2015-06,0.7715,1.1226,0.6985,1.5576,3.1117,1.2365,6.2052,6.646,63.7809,123.7186,15.4792,7.8111,12.2913,1.3455,1112.8832,8.2653,0.9321,30.8982,2.704759,24.355773,278.368182
2015-07,0.7407,1.0997,0.665,1.556,3.2288,1.2863,6.2085,6.785,63.6045,123.3109,15.9515,8.1255,12.4602,1.3616,1146.5468,8.5325,0.9547,31.1909,2.698835,24.631043,283.051739
2015-08,0.7295,1.1136,0.6549,1.5578,3.5154,1.3147,6.3383,6.7035,65.0971,123.0038,16.534,8.2524,12.9012,1.3981,1178.1438,8.5515,0.9685,32.1914,2.854481,24.277381,279.782381
2015-09,0.7059,1.1229,0.6339,1.5338,3.9032,1.3266,6.3676,6.6447,66.1667,120.1476,16.8387,8.2845,13.6388,1.4148,1184.33,8.3659,0.9725,32.6695,3.010659,24.140091,278.652273
2015-10,0.72,1.1228,0.6693,1.5343,3.8752,1.3072,6.3505,6.6453,65.0262,120.0481,16.5697,8.27,13.4928,1.4005,1143.199,8.3314,0.9687,32.4367,2.925577,24.130818,276.843636
2015-11,0.7146,1.0727,0.6554,1.5194,3.7858,1.3279,6.364,6.9555,66.1,122.6432,16.6306,8.6394,14.1449,1.4143,1153.4721,8.6829,1.0098,32.6084,2.873671,25.182857,290.855714
2015-12,0.7247,1.0889,0.6748,1.4981,3.8808,1.3713,6.4491,6.853,66.5023,121.635,17.0696,8.6971,15.0024,1.4081,1169.9464,8.4938,0.9951,32.7905,2.920152,24.848087,288.873913
2016-01,0.7011,1.0855,0.6534,1.4392,4.0556,1.4208,6.5726,6.8743,67.3332,118.2258,18.0648,8.8194,16.325,1.4325,1203.3179,8.5483,1.0082,33.4332,3.007438,24.88519,289.602381
2016-02,0.7134,1.1092,0.6633,1.429,3.9644,1.3797,6.5501,6.7287,68.2395,114.6155,18.4332,8.6127,15.7622,1.4052,1216.2285,8.4804,0.992,33.2385,2.943286,24.377905,279.495238
2016-03,0.7504,1.1134,0.6745,1.4249,3.698,1.3226,6.5027,6.6986,66.8909,112.9317,17.6303,8.4754,15.3792,1.3724,1181.573,8.3394,0.9811,32.5874,2.888391,24.36487,280.238261
2016-04,0.7664,1.1346,0.6892,1.4319,3.5634,1.2818,6.4754,6.5591,66.4219,109.5519,17.4795,8.2082,14.5868,1.3496,1145.7967,8.111,0.9634,32.32,2.836143,23.836,274.740476
2016-05,0.7318,1.1312,0.6807,1.4524,3.5403,1.2945,6.5259,6.5762,66.8895,108.8481,18.136,8.2269,15.3257,1.3695,1173.7905,8.2154,0.9777,32.539,2.938345,23.894636,278.043182
2016-06,0.7401,1.1232,0.7041,1.4197,3.4234,1.2894,6.5892,6.621,67.2655,105.3509,18.6538,8.3064,15.05,1.3533,1165.2023,8.3043,0.9695,32.3,2.916559,24.100045,279.358636
2016-07,0.7529,1.1055,0.7132,1.3134,3.2781,1.3052,6.6771,6.7293,67.158,104.191,18.6155,8.4795,14.393,1.3513,1140.865,8.5722,0.983,32.101,2.955867,24.423952,284.242857
2016-08,0.7629,1.1207,0.7235,1.3101,3.2086,1.2998,6.6466,6.6396,66.9035,101.2383,18.4742,8.3009,13.7828,1.3476,1110.0183,8.4693,0.9711,31.5374,2.962604,24.104217,276.91
2016-09,0.7591,1.1218,0.7312,1.314,3.2532,1.3108,6.6702,6.639,66.7138,101.7843,19.2436,8.1957,14.0264,1.3591,1108.3638,8.5311,0.9732,31.4562,2.963923,24.100864,275.409545
2016-10,0.7615,1.1014,0.7153,1.233,3.1854,1.3251,6.7303,6.7553,66.7415,103.9075,18.8912,8.1722,13.9273,1.3847,1128.166,8.821,0.9876,31.586,3.075562,24.506381,278.378571
2016-11,0.7532,1.0792,0.7153,1.2432,3.3369,1.3434,6.8402,6.8973,67.6395,108.443,20.0086,8.4147,13.9125,1.4105,1162.708,9.1266,0.9963,31.7495,3.284691,25.042182,286.013636
2016-12,0.7346,1.0545,0.7039,1.2483,3.354,1.3339,6.9198,7.0524,67.8052,115.9981,20.4992,8.5617,13.8377,1.4358,1183.07,9.207,1.0194,32.0005,3.496673,25.650955,295.819091
2017-01,0.7465,1.0635,0.7132,1.2367,3.1901,1.3183,6.8907,6.9919,68.0474,114.8721,21.3911,8.457,13.5446,1.4276,1179.1074,8.9451,1.0075,31.6458,3.750432,25.457182,290.975
2017-02,0.7664,1.065,0.7229,1.2495,3.1057,1.3109,6.8694,6.981,66.9726,112.9116,20.3008,8.3215,13.1905,1.4137,1140.4874,8.9007,1.001,30.8547,3.66667,25.38955,289.9335
